Internals 	 minnodeR: 0 	 TSnode: 5 	 minnodeP: 8
Translation-X 1-16	0.1391878750024656	0.10785338802107075	0.13395962562105113
Translation-Y 1-16	-0.0004481250021087235	-0.14561165065514592	-0.0005596243817411473
Translation-Z 1-16	0.01965168741933654	-0.14111506744410035	0.020000250627084284
Rotation-A 1-16	-0.00018745656561827432	0.07044290374962449	0.004774522872801787
Rotation-B 1-16	0.00017467998637933575	0.014600074273087842	0.19882979616626295
Rotation-C 1-16	-0.00017810210964438076	0.02816715715964734	-0.06947088723013929
Distance 1-2	1.3399260260548407	1.3822580809547802	1.5097061841699353
Distance 1-6	1.087189265063954	1.0835258436061532	1.0990255091907324
Distance 1-7	1.0863365732154446	1.0871825037788283	1.1020396976427573
Distance 1-11	4.274128562570374	2.309069392718211	1.5371960639804516
Distance 2-3	1.4703446289299158	1.4077199812431385	1.337026417737804
Distance 2-5	1.0908124923766425	1.089434229786909	1.0897552177911491
Distance 3-4	1.3394192817080248	1.3836673710084983	1.5096030540144731
Distance 3-10	1.0906839533312158	1.089001181405648	1.0897292055682735
Distance 4-8	1.0864858450830255	1.0872388790704046	1.0990343840972967
Distance 4-9	1.0871842022893143	1.0841272675409486	1.1019704361190579
Distance 4-12	3.993255322321186	2.2484035198281838	1.5370641842142458
Distance 11-12	1.3317756490529713	1.385159432077926	1.53531451558245
Distance 11-13	1.087621968099827	1.0862575463266868	1.0990148059348182
Distance 11-14	1.0877009740837433	1.08392300437377	1.0971376029925695
Distance 12-15	1.0873682295916443	1.0843062529028684	1.0991730616220154
Distance 12-16	1.0877028982752772	1.0860842658392502	1.0970889568309992
Angle 2-1-7	2.119370875951953	2.0883148044821525	1.90896369591845
Angle 2-1-11	1.9899036268942567	1.788157675876178	1.9564734392380452
Angle 6-1-7	2.039178316427983	2.0005753934345134	1.8388157088549795
Angle 6-1-11	0.8908421778604161	1.450409219583732	1.9207501783993526
Angle 7-1-11	1.7887315312861582	1.8355406201662021	1.9200751162637115
Angle 1-2-5	2.0678435166208	2.0670367007553403	2.041311987163301
Angle 3-2-5	2.017616633126699	2.0544275863648442	2.0855708317882207
Angle 2-3-10	2.0158750997335364	2.0567038627120016	2.085316451549282
Angle 4-3-10	2.070627135230526	2.073238638241946	2.0421059780239728
Angle 3-4-9	2.1296315949862175	2.1011145856221973	1.91042417619832
Angle 8-4-9	2.0384900895244167	1.998985035683876	1.8393141611030874
Angle 8-4-12	2.1976058086964514	1.8133189420891702	1.9206897409770467
Angle 9-4-12	0.4723708319140292	1.4945319359754303	1.91965978375074
Angle 1-11-13	2.760940495395576	1.6010619328677562	1.905085176777574
Angle 1-11-14	1.0069450610696133	1.5684507013058615	1.9225149853936376
Angle 12-11-14	2.125419016597547	2.1038578969278303	1.9325757237522778
Angle 13-11-14	2.0285745233567716	2.0124801802898107	1.8622163920331305
Angle 4-12-11	1.830491634555773	1.9081488868322583	1.9355588931419152
Angle 4-12-15	1.0927978048320197	1.6260743689699284	1.9049922545476436
Angle 4-12-16	1.759036409210512	1.566938153723798	1.9231968511739075
Angle 11-12-16	2.124855351544636	2.090477846440969	1.932976100255755
Angle 15-12-16	2.0324944273969843	2.0067664857655263	1.862171222920587
Out-of-Plane 1-2-6-7	-0.010493216453432149	-0.2461070001832398	-0.6302810172389065
Out-of-Plane 2-1-3-5	0.015802217055198266	-0.12791055641698434	0.0012272522763894492
Out-of-Plane 3-2-4-10	-0.013320425052000512	-0.1318158975483907	-0.0017593188535137134
Out-of-Plane 4-3-8-9	0.011965429629736998	-0.2524637502159066	-0.6290099492893763
Out-of-Plane 4-3-12-8	-0.19615156182193358	-0.46209076335892385	-0.520499304932989
Out-of-Plane 11-12-1-13	0.18318227718521116	0.540475977794765	0.5376042677280283
Out-of-Plane 11-12-1-14	-0.1755499655969097	-0.5431339346960958	-0.5094619169215698
Out-of-Plane 11-12-13-14	0.0026898876813286053	0.2378286723871548	0.6000410679728281
Out-of-Plane 12-11-15-16	-0.001945617168218001	0.2611585548069816	0.5997934453233247
Dihedral 6-1-2-3	0.03370293370907031	0.5769227912557667	2.3777145556064716
Dihedral 6-1-2-5	-3.0794060476660046	-2.8000126553033877	-0.7616543219010614
Dihedral 7-1-2-3	-3.126733973310153	-3.003621761782978	-1.8964555117394974
