Internals 	 minnodeR: 0 	 TSnode: 2 	 minnodeP: 5
Translation-X 1-9	-0.0665513565546654	-0.16385342828705868	0.26566850632265837
Translation-Y 1-9	1.0522066407149864	1.0419771700764555	1.232821508292646
Translation-Z 1-9	0.2663193216852566	0.42424190018788355	0.2094314813451816
Rotation-A 1-9	0.019622684451093116	0.008649561371595676	-0.4342111536186296
Rotation-B 1-9	-0.0006470022529082175	-0.024373848858632006	0.021996406265918114
Rotation-C 1-9	0.006449445853450735	0.005176421489283559	-0.22132464215289574
Distance 1-2	1.3302564005159667	1.352108716870605	1.3318595863271696
Distance 1-3	1.0876493753612986	1.0839902825051146	1.0851034385224958
Distance 1-9	1.0870496446812083	1.0852196635623879	1.0839335531248164
Distance 2-4	1.0864564836246304	1.0852723244573017	1.0901195754894422
Distance 2-5	1.0880574883172347	1.4731946859718792	3.5998246703320502
Distance 2-6	3.273704870482695	1.601174122487704	1.3708981466254762
Distance 5-8	3.1008150758484465	1.1791060014025203	0.7441717641897982
Distance 6-7	0.9688287911658361	0.9825547453501426	0.9670016355540331
Distance 6-8	0.9684776916787516	1.1812405555132948	2.676195653164111
Angle 2-1-9	2.127515961644816	2.075891055153605	2.0925379414812646
Angle 3-1-9	2.0273482173810873	2.05811124084074	2.068990305003226
Angle 1-2-5	2.125054564458128	2.1960959389014274	1.4758554555968095
Angle 1-2-6	1.754922215492898	1.9875567811685062	2.1363060767757025
Angle 4-2-5	2.027948537370656	1.7149253688296635	2.1346141621810664
Angle 4-2-6	1.2902840989166606	1.923407936566613	2.020736534817354
Angle 5-2-6	1.6612355738304692	1.3981753657711686	1.1399774179220585
Angle 2-5-8	1.4236554022214558	1.484138366949613	0.9530525613218308
Angle 2-6-7	1.872692909350457	1.934929242791638	1.9017830351329752
Angle 2-6-8	1.2754880008340084	1.3848942214846434	1.758321983268228
Angle 7-6-8	1.8124407272499339	2.0543195440040924	1.7868992930091638
Angle 5-8-6	1.9087566714137536	1.9916789731064932	2.4238472863258345
Out-of-Plane 1-2-3-9	-0.007810188205923618	0.1221390788077352	-0.006184458910212111
Out-of-Plane 2-1-4-5	0.0043800875166852245	0.5048957185792617	0.9110752876281831
Dihedral 3-1-2-4	-3.139009150544347	-3.0633838955652326	-3.1368418742386277
Dihedral 3-1-2-5	0.010445668531891564	0.952303567922663	0.965804028514878
Dihedral 3-1-2-6	-1.7855696918938049	-0.7065238402095351	-0.0138699593896053
Dihedral 9-1-2-4	-0.011471822063280046	0.29254490802527183	-0.006201756396050916
Dihedral 9-1-2-5	3.1379829970129585	-1.974952935666419	-2.1867411608221317
Dihedral 9-1-2-6	1.3419676365872621	2.6494049633809693	3.1167701584529715
Dihedral 1-2-5-8	-1.7854221352611168	-2.092465091314822	-2.129229869268144
Dihedral 4-2-5-8	1.3635970445866858	1.7750920848322154	1.9811993093474332
Dihedral 6-2-5-8	0.06119812351246605	-0.1308719904762718	0.1310894595255164
Dihedral 1-2-6-7	-2.589738039474877	-1.9499237603882915	2.983680482634602
Dihedral 1-2-6-8	1.954619944168653	2.312910163333917	1.112400351560895
Dihedral 4-2-6-7	-0.48600117288611716	0.49066998960760705	-0.1754847451222825
Dihedral 4-2-6-8	-2.2248284964221736	-1.5296813938497706	-2.0467648761959896
Dihedral 5-2-6-7	1.5349512832459684	2.1527875092074185	1.8411165313460913
Dihedral 5-2-6-8	-0.2038760402900882	0.13243612575004088	-0.030163599727615727
Dihedral 2-5-8-6	-0.22000702182966195	0.19210396694694198	-0.09263951121627378
Dihedral 2-6-8-5	0.07506677946314295	-0.1790281219752505	0.20294346453102716
Dihedral 7-6-8-5	-1.7433632022624406	-2.0655937204224095	-1.7579836290121444
